Provider Name,State,City,Claims_Paid_for_Testing,Claims_Paid_for_Treatment,Georeferenced Column
HUMC CARDIOVASCULAR PA,NJ,FORT LEE,0,589.23,POINT (-73.968307 40.850929)
NORTHWEST HOSPITAL LLC,AZ,TUCSON,4101.56,13522.66,POINT (-110.971225 32.221878)
PLATTE VALLEY MEDICAL,CO,BRIGHTON,2605.37,44123.78,POINT (-104.812604 39.986767)
PRESENCE HEALTHCARE SE,IL,CHICAGO,80.55,405.51,POINT (-87.632398 41.88322900000001)
MOUNT SINAI SCHOOL OF,NY,LONG BEACH,0,360.95,POINT (-73.665937 40.589406)
KAPIOLANI MED CTR AT P,HI,AIEA,3170.68,0,POINT (-157.930911 21.379009)
UNIVERSITY OF CHICAGO,IL,CHICAGO,4452.61,43107.28,POINT (-87.632398 41.88322900000001)
SCRANTON QUINCY AMBULA,PA,SCRANTON,0,2526.62,POINT (-75.662346 41.409113)
CALIFORNIA PACIFIC MED,CA,ANTIOCH,50990.92,2168.99,POINT (-121.813771 38.016907)
DESERT VIEW EMERGENCY,CA,LANCASTER,437.75,0,POINT (-118.144521 34.697472)
THE NORWALK HOSPITAL A,CT,BETHEL,0,1050.03,POINT (-73.407448 41.371727)
EXETER HOSPITAL INC,NH,EXETER,3278.76,0,POINT (-70.950645 42.981659)
ADVANTAGECARE PHYSICAN,NY,FOREST HILLS,109.76,90.24,POINT (-73.850601 40.716099)
ST MARYS HOSPITAL SUPE,WI,HAYWARD,194.38,0,POINT (-91.482086 46.010036)
ELMHURST MEDICAL PLLC,NY,ELMHURST,1626.87,0,POINT (-73.878304 40.736401)
ORANGE PARK MEDICAL CE,FL,ORANGE PARK,15285.04,67004.40,POINT (-81.706698 30.169231)
PRACTICE ASSOCIATES ME,NJ,CEDAR KNOLLS,305.37,7379.85,POINT (-74.449203 40.821899)
HATTIESBURG CLINIC,MS,COLUMBIA,68.32,0,POINT (-89.83534 31.25458)
DOCTORS HOSPITAL OF MA,CA,MANTECA,3275.89,0,POINT (-121.221302 37.802408)
SHARP CORONADO,CA,CORONADO,2015.01,1130.98,POINT (-117.190481 32.693926)
LALLA REDDY MEDICAL CO,CA,FOUNTAIN VALLEY,0,4259.87,POINT (-117.951323 33.708975)
DREYER CLINIC INC,IL,AURORA,345.93,3215.29,POINT (-88.309507 41.75527)
HAROLD WEISSMAN,NY,ELMHURST,190.87,90.24,POINT (-73.878304 40.736401)
CONWAY EMERGENCY GROUP,LA,MONROE,2494.42,2212.83,POINT (-92.111225 32.500759)
DX MSO LLC,TN,OOLTEWAH,2957.16,531.54,POINT (-85.06289 35.072894)
QUITMAN HOSPITAL LLC,TX,QUITMAN,6143.89,3667.24,POINT (-95.451656 32.795784)
SANTA ANA PHYSICIANS G,CA,INDIO,2179.84,791.57,POINT (-116.21818200000001 33.718649)
ASPIRUS WAUSAU HOSPITA,WI,WAUSAU,3221.39,0,POINT (-89.630165 44.960789)
SE EMERGENCY PHYSICIAN,TN,SEVIERVILLE,306.62,414.59,POINT (-83.562981 35.868379)
OCEAN HEALTH INITIATIV,NJ,LAKEHURST,165.42,165.42,POINT (-74.319026 40.011828)
SOUTH SHORE INFECTIOUS,NY,SYOSSET,0,8411.43,POINT (-73.501884 40.82533)
PEDIATRIC RURAL HEALTH,AL,GREENVILLE,141.44,0,POINT (-86.631625 31.829477000000004)
BAPTIST HEALTH MEDICAL,AR,LITTLE ROCK,35181.33,38461.39,POINT (-92.275105 34.748745)
HOLY NAME PRIMARY CARE,NJ,TEANECK,0,2295.45,POINT (-74.006556 40.88482)
TRIHEALTH,OH,CINCINNATI,37.66,0,POINT (-84.513808 39.104427)
ST ALEXIUS MEDICAL CEN,IL,HOFFMAN ESTATES,721.60,3932.78,POINT (-88.075232 42.043901)
JAMAICA ANESTHESIA,NY,JAMAICA,0,182.33,POINT (-73.806099 40.691399)
OPTIMED HOSPITALISTS P,NC,GASTONIA,0,1257.60,POINT (-81.1871 35.26217)
SOUTH FULTON EMERGENCY,GA,ATLANTA,41627.04,4055.69,POINT (-84.391502 33.748547)
VANDERBILT UNIVERSITY,TN,BYRDSTOWN,0,16.52,POINT (-85.136557 36.578648)
ST MARYS MEDICAL GROUP,GA,WATKINSVILLE,61.09,0,POINT (-83.409173 33.863067)
TEXAS HEALTH PHYSICIAN,TX,RICHARDSON,76.55,0,POINT (-96.733518 32.960761)
HARRIS HEALTH SYSTEM,TX,HOUSTON,38202.09,1204340.81,POINT (-95.369506 29.760803)
CROSSROADS URGENT CARE,TN,CLARKSVILLE,351.64,0,POINT (-87.360338 36.527278)
NORTH SHORE LIJ,NY,ASTORIA,0,238.73,POINT (-73.93060300000002 40.7719)
AVERA MCKENNAN,SD,GREGORY,353.60,0,POINT (-99.430771 43.226196)
FLORIDA MEDICAL CLINIC,FL,BRANDON,109.18,0,POINT (-82.288477 27.937659)
NEWTON WELLESLEY,MA,NEWTON LOWER FALLS,6224.68,2124.92,POINT (-71.254204 42.329201)
JOHN RANDOLPH MEDICAL,VA,HOPEWELL,3077.34,976.65,POINT (-77.298008 37.291418)
HATTIESBURG CLINIC,MS,SUMRALL,349.65,0,POINT (-89.546952 31.418546)
COMMUNITY CARE NETWORK,IN,HOBART,0,549.01,POINT (-87.253701 41.532423)
TEXAS HEALTH PRESBYTER,TX,PLANO,270.05,66652.95,POINT (-96.697586 33.019695)
ADVOCATE HEALTH AND HO,IL,CHICAGO,0,754.19,POINT (-87.632398 41.88322900000001)
TRUMAN MEDICAL CENTER,MO,KANSAS CITY,89951.65,54057.48,POINT (-94.578559 39.099792)
SERENITE MEDICAL AND S,VA,DUMFRIES,109.58,994.08,POINT (-77.328745 38.566532)
KEYSTONE MEDICAL SERVI,NY,BROOKLYN,3382.24,220.74,POINT (-73.990996 40.692529)
UNIVERSITY PHYSICIANS,CO,AURORA,9276.86,156743.75,POINT (-104.819356 39.71121300000001)
EDS I PRACTICES OF CAL,CA,WILDOMAR,179.83,0,POINT (-117.279039 33.602991)
RADIOLOGY ASSOCIATES O,IN,PORTLAND,180.51,360.50,POINT (-84.977824 40.43234)
LAKESHORE MEDICAL CLIN,WI,SAINT FRANCIS,442.75,45.13,POINT (-87.87264200000001 42.967007)
ST CATHERINE HOSPITAL,KS,GARDEN CITY,262.43,78700.58,POINT (-100.85864600000001 37.974981)
VALLEY PHYSICIAN SERVI,NJ,PARK RIDGE,403.79,817.61,POINT (-74.035671 41.032662)
OPEN DOOR FAMILY MEDIC,NY,SLEEPY HOLLOW,26453.25,12950.21,POINT (-73.862459 41.092455)
ASSOCIATED PHYSICIANS,MA,NEEDHAM,634.17,124.85,POINT (-71.23684 42.280944)
INTERMOUNTAIN EM PHYS,ID,IDAHO FALLS,614.66,0,POINT (-112.039087 43.490842)
ALLEGIANCE MOBILE HEAL,TX,SHERMAN,0,1739.51,POINT (-96.60901700000001 33.63559)
LIBERTY EMERGENCY MEDI,NJ,JERSEY CITY,12277.26,1622.53,POINT (-74.044111 40.717495)
South Florida Critical,FL,MIAMI,0,36745.48,POINT (-80.194702 25.775084)
COOLEY DICKENSON,MA,NORTHAMPTON,124.85,0,POINT (-72.629756 42.31952)
HARTFORD HOSPITAL,CT,HARTFORD,17260.87,35004.37,POINT (-72.673356 41.765775)
PORTERCARE HEALTH PROF,CO,LITTLETON,2644.55,0,POINT (-105.016198 39.612653)
MCFARLAND CLINIC,IA,MARSHALLTOWN,2610.80,1101.67,POINT (-92.912686 42.034679)
CARENOW,TX,DENTON,106.43,0,POINT (-97.13245 33.215533)
NORTH VALLEY HOSPITAL,MT,COLUMBIA FALLS,713.74,0,POINT (-114.18663800000002 48.370663)
MERCY CLINIC OKLAHOMA,OK,EDMOND,207.15,0,POINT (-97.481511 35.65314)
SOUTH BEND EMERGENCY P,OK,OKLAHOMA CITY,62.75,0,POINT (-97.521264 35.468494)
PRACTICE ASSOCIATES ME,NJ,SUMMIT,0,7968.64,POINT (-74.358745 40.717981)
RIVERSIDE TAPPAHANNOCK,VA,TAPPAHANNOCK,924.87,15932.09,POINT (-76.861353 37.928857)
AMG ILLINIOS,IL,GURNEE,0,54.98,POINT (-87.92419200000002 42.375508)
ESSENTIA HEALTH WEST,MN,MOORHEAD,278.57,0,POINT (-96.767816 46.873809)
NORTH SHORE COMMUNITY,MA,PEABODY,200.37,0,POINT (-70.928758 42.534596)
PHYSICIANS SERVICES CO,IL,MOUNT VERNON,44.60,0,POINT (-88.904734 38.317612)
FLORIDA HOSPITAL PHYSI,FL,WESLEY CHAPEL,0,815.53,POINT (-82.351167 28.181358)
MPV NEW JERSEY MD SERV,NJ,RIDGEWOOD,0,574.74,POINT (-74.119182 40.979666)
JEFFERSON REGIONAL MED,PA,CLAIRTON,5127.30,167.64,POINT (-79.874862 40.292337)
WASHINGTON TOWNSHIP AV,IN,AVON,0,1109.94,POINT (-86.396567 39.76282)
ST ELIZABETH HOSPITAL,WI,APPLETON,516.21,0,POINT (-88.40724 44.261982)
JEFFERSON UNIVERSITY P,PA,PHILADELPHIA,0,154.52,POINT (-75.16562 39.951061)
INDEPENDANT EMERGENCY,MI,DETROIT,128.26,128.26,POINT (-83.047853 42.332916)
WADLEY REGIONAL MEDICA,TX,TEXARKANA,9278.08,117690.14,POINT (-94.06408 33.44221)
UPSON SURGICAL ASSOCIA,GA,THOMASTON,0,1664.72,POINT (-84.32623 32.887181)
NUVIEW TELEHEALTH LLC,FL,TALLAHASSEE,0,1672.23,POINT (-84.278328 30.440741)
ROOSEVELT COUNTY SPECI,NM,CLOVIS,0,51.24,POINT (-103.195241 34.412026)
ST LUCIE MEDICAL CENTE,FL,BROOKSVILLE,4939.57,400.89,POINT (-82.387858 28.554895)
ICCO LLC DBA NOVA HEAL,OR,OAKRIDGE,544.07,0,POINT (-122.467346 43.744635)
Mother Frances Hospita,TX,TYLER,9728.50,119551.66,POINT (-95.300644 32.350763)
NORTHEAST GEORGIA PHYS,GA,GAINESVILLE,0,1010.25,POINT (-83.829629 34.298772)
MERCED FACULTY ASSOCIA,CA,MERCED,610.44,0,POINT (-120.48197099999999 37.306968)
MERCY HEALTH NORTHWEST,AR,LOWELL,157.69,0,POINT (-94.13817 36.254145)
FACEY MEDICAL FOUNDATI,CA,SIMI VALLEY,135.01,0,POINT (-118.71280400000002 34.286321)
HATTIESBURG CLINIC,MS,PURVIS,3549.10,377.38,POINT (-89.41059 31.143175)
STEEL VALLEY HOSPITALI,OH,STEUBENVILLE,0,1359.52,POINT (-80.632082 40.369896)
SSM MEDICAL GROUP INC,IL,GRANITE CITY,153.99,0,POINT (-90.140476 38.704408)
ESSENTIA HEALTH DULUTH,MN,DULUTH,33777.73,1007.96,POINT (-92.10545700000002 46.782882)
OHIOHEALTH PHYSICIAN G,OH,DELAWARE,0,106.14,POINT (-83.067539 40.301498)
BOTHWELL REGIONAL HEAL,MO,SEDALIA,43470.94,905.36,POINT (-93.236542 38.704529)
ABBOTT NORTHWESTERN HO,MN,CHAMPLIN,3901.15,329.28,POINT (-93.388775 45.164755)
UTHEALTH JACKSONVILLE,TX,JACKSONVILLE,10228.45,51.33,POINT (-95.270455 31.963447000000002)
PRIVIA MEDICAL GROUP,VA,ANNANDALE,263.30,147.22,POINT (-77.196149 38.830507)
LEES SUMMIT MEDICAL CE,MO,LEES SUMMIT,6976.26,851.36,POINT (-94.374672 38.913214)
SCOTT WHITE HOSPITAL,TX,TEMPLE,21969.93,29207.07,POINT (-97.342737 31.098237)
SPECTRUM HEALTH MEDICA,MI,GRANDVILLE,0,36.41,POINT (-85.762798 42.905337)
MAGNOLIA PHYSICIAN SER,MS,CORINTH,2790.71,0,POINT (-88.520628 34.934366)
Peconic Bay Medical Ce,NY,RIVERHEAD,10024.73,81930.14,POINT (-72.662142 40.917006)
Homestead Hospital,FL,HOMESTEAD,0,387254.26,POINT (-80.477347 25.469811)
THE MOSES H CONE MEMOR,NC,GREENSBORO,83704.98,628228.24,POINT (-79.793899 36.072701)
ANNAPOLIS INFECTIOUS D,MD,ANNAPOLIS,0,12512.39,POINT (-76.495683 38.97829)
ROSA CLARK MEDICAL CEN,SC,SENECA,36.92,0,POINT (-82.949834 34.685218)
SPECTRUM HEALTH MEDICA,MI,GRAND RAPIDS,0,374.88,POINT (-85.670209 42.965446)
HEALTH CARE ACADEMY IN,KY,LOUISVILLE,0,1558.87,POINT (-85.751569 38.256078)
MERCYONE MEDICAL GROUP,IA,WAUKEE,302.59,0,POINT (-93.885632 41.611984)
STEWARD MEDICAL GROUP,MA,BROCKTON,0,437.64,POINT (-71.019903 42.083299)
WILLIAMS MEDICAL GROUP,OK,LAWTON,1797.20,174.48,POINT (-98.396817 34.606378)
HACKENSACK UNIVERSITY,NJ,NORTH BERGEN,0,643998.72,POINT (-74.023344 40.793499)
PENINSULA COMMUNITY HE,WA,BREMERTON,639.83,0,POINT (-122.63293000000002 47.567371)
NOVANT MEDICAL GROUP I,VA,MANASSAS,464.50,100588.31,POINT (-77.475089 38.750771)
EMERGENCY PHYSICIANS O,VA,NORFOLK,489.82,195.34,POINT (-76.285913 36.846164)
SAINT THOMAS MEDICAL P,TN,NASHVILLE,337.14,532.84,POINT (-86.779932 36.166687)
WAUKEGAN CLINIC CORP,IL,LINDENHURST,0,4515.92,POINT (-88.029788 42.407795)
FLORIDA CLINICAL PRACT,FL,STARKE,1205.49,0,POINT (-82.109833 29.949034000000005)
FAMILY HEALTH CENTERS,WA,BREWSTER,752.51,0,POINT (-119.78092300000002 48.100199)
AURORA MEDICAL CENTER,WI,GRAFTON,1465.05,1438.87,POINT (-87.9518 43.321572)
SHACKELFORD COUNTY COM,TX,BRECKENRIDGE,146.33,0,POINT (-98.902581 32.755459)
HALLMARK HEALTH SYSTEM,MA,MEDFORD,11188.77,3596.76,POINT (-71.106454 42.418557)
NUVIEW TELEHEALTH LLC,FL,MANGONIA PARK,0,5471.46,POINT (-80.078041 26.76074)
MONTGOMERY RADIOLOGY A,AL,MONTGOMERY,64.80,350.20,POINT (-86.299651 32.376547)
PRACTICE ASSOCIATES ME,NJ,TOTOWA,207.83,632.08,POINT (-74.2161 40.903417)
EAST JEFFERSON EMERGEN,LA,METAIRIE,0,1781.53,POINT (-90.155404 30.003581000000004)
HEALTH SERVICES COMMUN,TX,HEARNE,167.70,0,POINT (-96.59263 30.877971)
UNIVERSITY PHYSICIANS,CO,LONE TREE,0,627.27,POINT (-104.894929 39.550387)
COTTON ONEIL CLINIC,KS,TOPEKA,547.93,0,POINT (-95.67043300000002 39.050976)
Trinitas REG MED,NJ,ELIZABETH,12342.35,854297.45,POINT (-74.211653 40.661927)
RIVERSIDE MEDICAL CLIN,CA,RIVERSIDE,107.38,6753.23,POINT (-117.37702499999999 33.980534)
CENTRAL COAST EMERGENC,CA,SAN LUIS OBISPO,1059.70,0,POINT (-120.660014 35.282619)
SANFORD HEALTH NETWORK,MN,WORTHINGTON,875.51,136716.47,POINT (-95.595525 43.61879700000001)
GEORGIA EMERGENCY ASSO,GA,SAVANNAH,22589.84,1971.51,POINT (-81.09010300000001 32.08059)
ADVOCATE HEALTH AND HO,IL,NILES,0,42.66,POINT (-87.800711 42.026123)
SHENANDOAH EMERGENCY M,VA,CHARLOTTESVILLE,1602.23,184.18,POINT (-78.474159 38.031046)
LANCASTER HEALTH CENTE,PA,LANCASTER,1047.18,12848.63,POINT (-76.307078 40.039401)
STARMED URGENT AND FAM,NC,CHARLOTTE,21083.13,636.55,POINT (-80.840161 35.222936)
INDEPENDANT EMERGENCY,MI,PONTIAC,3039.61,323.64,POINT (-83.292696 42.638782)
EMANUEL MEDICAL CENTER,CA,MODESTO,3367.11,265.78,POINT (-121.00243500000002 37.640735)
EAST CENTRAL MS HEALTH,MS,PHILADELPHIA,185.23,0,POINT (-89.108348 32.775208)
CHOICEONE URGENT CARE,GA,BUFORD,23.42,0,POINT (-84.005394 34.119279)
HARTON REGIONAL MEDICA,TN,TULLAHOMA,4475.97,585.94,POINT (-86.218628 35.369731)
MARY IMOGENE BASSETT H,NY,HERKIMER,25.41,0,POINT (-74.984409 43.025994000000004)
CASTLEVIEW HOSPITAL LL,UT,PRICE,2954.94,428.66,POINT (-110.811215 39.599506)
NUVIEW TELEHEALTH LLC,FL,WEST PALM BEACH,0,1592.45,POINT (-80.054947 26.714439)
PULMONARY MEDICINE ASS,IL,EVANSTON,0,34879.84,POINT (-87.68786700000001 42.052157)
EMERGENCY MEDICINE,NY,CORTLAND,117.91,50.69,POINT (-76.180483 42.601213)
ESCAMBIA COMMUNITY CLI,FL,PENSACOLA,27282.20,96.78,POINT (-87.21757800000002 30.406931)
KENNEDY MEDICAL GROUP,NJ,CHERRY HILL,0,55.14,POINT (-75.030928 39.925801)
YAVAPAI COMMUNITY HOSP,AZ,PRESCOTT,8302.47,0,POINT (-112.470124 34.541445)
ARIZONA GENERAL HOSPIT,AZ,LAVEEN,20838.66,7199.94,POINT (-112.168602 33.362801)
ASSOCIATED PHYSICIANS,MA,WORCESTER,3156.46,863.01,POINT (-71.802278 42.262073)
JOHNS HOPKINS COMMUNIT,MD,NOTTINGHAM,0,551.14,POINT (-76.452499 39.363899)
COMMUNITY CARE NETWORK,IN,MUNSTER,0,892.63,POINT (-87.508975 41.561282)
GREATER MOBILE URGENT,AL,MOBILE,6825.71,933.68,POINT (-88.044822 30.688943)
GUTHRIE CLINIC,NY,CORNING,206.52,289.74,POINT (-77.05306 42.141185)
AHN WESTMORELAND PRIMA,PA,PITTSBURGH,65.56,0,POINT (-79.994945 40.442169)
COASTAL CAROLINA CARE,NC,HAMPSTEAD,304.39,0,POINT (-77.71207600000001 34.366165)
ST JOSEPHS MEDICAL CEN,MN,PINE RIVER,672.54,0,POINT (-94.403755 46.724209)
GEORGIA REGENTS MEDICA,GA,AUGUSTA,30953.42,789.65,POINT (-81.964397 33.472494)
CAROLINAS PHYSICIANS N,SC,ROCK HILL,72.77,0,POINT (-81.0301 34.94133)
DK PHYSICIANS,TX,DALLAS,789.85,0,POINT (-96.796215 32.777977)
HENNEPIN COUNTY MEDICA,MN,MINNEAPOLIS,0,74.47,POINT (-93.264346 44.977479)
ROBERT WOOD JOHNSON ME,NJ,TRENTON,0,15560.86,POINT (-74.759709 40.220572)
PARTNERS COMMUNITY PHY,MA,STONEHAM,73.76,0,POINT (-71.10022 42.480016)
UNIVERSITY OF UTAH ADU,UT,SALT LAKE CITY,147.57,0,POINT (-111.888142 40.758478)
BRISTOW MEDICAL CENTER,OK,BRISTOW,101.98,0,POINT (-96.391029 35.830828)
NORTH SHORE LIJ,NY,EAST ISLIP,0,1601.43,POINT (-73.190852 40.731147)
GENEVA GENERAL HOSPITA,NY,GENEVA,1731.96,0,POINT (-76.985573 42.867972)
NORTH SHORE LIJ,NY,ISLIP,217.58,340.47,POINT (-73.210578 40.729025)
ST FRANCIS HOSPITAL,NY,WEST ISLIP,0,103.22,POINT (-73.306541 40.706256)
RWJ OBGYN GROUP AT HAM,NJ,HAMILTON,0,13085.43,POINT (-74.743202 40.223999000000006)
BELLIN MEMORIAL HOSPIT,MI,IRON MOUNTAIN,72.97,425.91,POINT (-88.059591 45.83085)
METRA KNOXVILLE HMA LL,TN,POWELL,7037.57,0,POINT (-84.028099 36.0317)
PRIME HEALTHCARE PC,CT,EAST HARTFORD,81.76,81.76,POINT (-72.643785 41.769319)
BAYFRONT HEALTH ST PET,FL,SAINT PETERSBURG,21872.61,15176.95,POINT (-82.638488 27.772069000000002)
JEWISH RENAISSANCE MED,NJ,NEWARK,6348.24,987.67,POINT (-74.174388 40.731507)
HOLY CROSS EMERGENCY P,FL,FORT LAUDERDALE,10544.37,70.35,POINT (-80.143586 26.124163)
OHIOHEALTH,OH,COLUMBUS,14552.69,63890.39,POINT (-82.996216 39.962649)
LA JOLLA OBSERVATION M,CA,LA JOLLA,182.57,0,POINT (-117.2733 32.847198)
THE EMORY CLINIC,GA,ATLANTA,0,32336.62,POINT (-84.391502 33.748547)
CAROLINAS HEALTHCARE S,NC,MORGANTON,2738.87,32104.54,POINT (-81.688118 35.745556)
HEALTH TEXAS PROVIDER,TX,GREENVILLE,73.23,0,POINT (-96.107237 33.139083)
AURORA MEDICAL GROUP,WI,MILWAUKEE,113.89,13345.10,POINT (-87.909421 43.041072)
COMMUNITY HOSPITAL GRO,NJ,ISELIN,0,18.66,POINT (-74.323818 40.573745)
VIRTUAL RADIOLOGIC PRO,MN,EDEN PRAIRIE,10.72,0,POINT (-93.46017 44.854033)
VEP MLK EMERGENCY MEDI,CA,LOS ANGELES,1805.19,983.46,POINT (-118.243344 34.052238)
PRINCETON HEALTHCARE A,NJ,PRINCETON,0,214.94,POINT (-74.660744 40.351980000000005)
HEART HEALTH SPECIALIS,MO,CHESTERFIELD,0,8.58,POINT (-90.564272 38.661405)
HOLY NAME PULMONARY AS,NJ,ENGLEWOOD,26.89,7283.14,POINT (-73.974372 40.893635)
CANYON VISTA MEDICAL C,AZ,SIERRA VISTA,1905.35,0,POINT (-110.281995 31.554692)
AURORA MEDICAL GROUP,WI,WEST ALLIS,154.21,0,POINT (-88.007282 43.016629)
CHATTANOOGA DIAGNOSTIC,TN,CHATTANOOGA,0,5818.51,POINT (-85.308287 35.045756)
INTERMOUNTAIN HEALTHCA,UT,MOUNT PLEASANT,1841.70,0,POINT (-111.455293 39.540958)
MCHS ALBERT LEA,WI,ONALASKA,231.88,0,POINT (-91.234285 43.882705)
HEALTHEAST ST JOHNS,MN,MAPLEWOOD,15899.59,79221.71,POINT (-93.025193 45.006411)
BRAZOS VALLEY EMERGENC,TX,BRYAN,117.99,0,POINT (-96.370542 30.670524)
HOSPITAL PHYSICIANS SE,GA,TIFTON,0,22071.08,POINT (-83.508944 31.450487000000003)
FLORIDA FAMILY LABORAT,FL,BOCA RATON,255656.04,0,POINT (-80.08983100000002 26.35052)
CUMBERLAND NEPHROLOGY,NJ,VINELAND,0,3359.37,POINT (-75.02578 39.48618)
MNR INDUSTRIES LLC,MD,BEL AIR,7270.40,2811.52,POINT (-76.34847 39.535671)
CHI ST JOSEPH REGIONAL,TX,COLLEGE STATION,2538.00,257.94,POINT (-96.32585 30.622372999999996)
AFC URGENT CARE,NJ,PARAMUS,1918.06,366.65,POINT (-74.075269 40.951915)
UNIVERSITY PHYSICIANS,MO,COLUMBIA,562.70,0,POINT (-92.328594 38.951551)
CROSSROADS URGENT CARE,TN,EAST RIDGE,694.94,0,POINT (-85.23636200000001 34.995611)
University Health Serv,GA,AUGUSTA,2303.77,86463.60,POINT (-81.964397 33.472494)
UNION ASSOCIATED PHYSI,IN,GREENCASTLE,71.04,0,POINT (-86.86444900000001 39.644033)
ILLINOIS EMERG  MED SP,IL,BOLINGBROOK,15677.43,4091.38,POINT (-88.077915 41.698264)
INTERMOUNTAIN HEALTHCA,UT,HEBER CITY,10059.70,38467.54,POINT (-111.411672 40.506311)
ANESTHESIA ASSOCIATES,IL,WILLOWBROOK,0,208.65,POINT (-87.941265 41.750312)
GRAND AVENUE EMERGENCY,CA,BAKERSFIELD,5606.85,547.07,POINT (-119.01891099999999 35.373405)
STANFORD HEALTHCARE,CA,LOS ALTOS,0,118.08,POINT (-122.107347 37.384991)
NORTHWEST COMMUNITY HE,IL,MOUNT PROSPECT,0,265.97,POINT (-87.93678 42.064492)
EMERGENCY MEDICINE PRO,FL,DAYTONA BEACH,2177.88,0,POINT (-81.020739 29.207056)
MARYLAND EMERGENCY MED,MD,BOWIE,0,249.61,POINT (-76.730278 38.943547)
ELMHURST CLINIC,IL,ADDISON,0,475.95,POINT (-87.988676 41.93194)
UNIPATH,CO,DENVER,2977.14,0,POINT (-104.984853 39.738453)
ALLIANCE MEDICAL GOUP,ID,BOISE,817.74,0,POINT (-116.20157900000001 43.615791)
PRIVIA MEDICAL GROUP,VA,FAIRFAX,3347.52,514.76,POINT (-77.306292 38.847183)
ST LUKES CLINIC TREASU,ID,BOISE,493.38,0,POINT (-116.20157900000001 43.615791)
WASHINGTON METROPOLITA,VA,ARLINGTON,0,1418.68,POINT (-77.084755 38.890763)
MARTIN LUTHER KING JR,NY,BRONX,0,61.07,POINT (-73.920265 40.826153)
UNIVERSITY HOSPITALS M,OH,SOUTH EUCLID,164.74,27.57,POINT (-81.519448 41.522718)
COVENANTHEALTHCARE,MI,SAGINAW,11874.75,15485.40,POINT (-83.946359 43.41954700000001)
BAYLOR REGIONAL MED CT,TX,GRAPEVINE,1873.96,11558.73,POINT (-97.078367 32.939862)
MPV NEW JERSEY MD SERV,NJ,DUMONT,0,263.88,POINT (-73.995821 40.940371)
NEWTON WELLESLEY AMBUL,MA,WELLESLEY HILLS,189.04,0,POINT (-71.269501 42.313301)
ALLEGHANY HEALTH NETWO,PA,MONROEVILLE,5424.05,947.20,POINT (-79.79027 40.424653)
COFFEE REGIONAL MEDICA,GA,DOUGLAS,21734.47,46754.80,POINT (-82.850392 31.508865000000004)
HAYS MEDICAL GROUP,KS,HAYS,51.33,0,POINT (-99.317831 38.87821)
STONECREST MEDICAL CEN,TN,SMYRNA,27518.86,76760.83,POINT (-86.518531 35.981948)
NORTH MS MEDICAL CENTE,MS,TUPELO,35968.86,23333.66,POINT (-88.703408 34.257443)
EASTSIDE EMERGENCY PHY,WA,EVERETT,1371.61,65.70,POINT (-122.195893 47.97913)
ASCENSION ST MARYS HOS,MI,SAGINAW,774.29,0,POINT (-83.946359 43.41954700000001)
PROGRESSIVE MEDICAL MA,MS,BATESVILLE,513.30,359.41,POINT (-89.95102900000002 34.313747)
COASTAL MEDICAL ASSOCI,MA,SOUTH WEYMOUTH,3217.14,632.21,POINT (-70.949997 42.174999)
HILLS AND DALES GENERA,MI,CASS CITY,634.40,113.40,POINT (-83.17451900000002 43.600877)
WYOMING MEDICAL CENTER,WY,CASPER,8052.05,0,POINT (-106.325203 42.850087)
OSHSNER CLINIC FOUNDAT,LA,SLIDELL,2538.34,0,POINT (-89.779372 30.278641)
HOMETOWN URGENT CARE,OH,COLUMBUS,628.12,2198.66,POINT (-82.996216 39.962649)
OLOL ASSUMPTION ER PHY,LA,NAPOLEONVILLE,0,265.32,POINT (-91.023226 29.940711)
ALTA VISTA REGIONAL HO,NM,LAS VEGAS,2053.20,51.33,POINT (-105.218849 35.598521)
PLYMOUTH COMMUNITY AMB,PA,PLYMOUTH MEETING,0,1017.46,POINT (-75.279384 40.103042)
BAPTIST MEMORIAL HOSPI,TN,MEMPHIS,444090.37,477326.21,POINT (-90.052136 35.143378)
SEATTLE CHILDRENS HOSP,WA,SEATTLE,724.96,0,POINT (-122.33028000000002 47.603229)
JMG SPECIALTY PHYSICIA,FL,MIAMI,9.29,4177.95,POINT (-80.194702 25.775084)
LONG ISLAND INFECTIOUS,NY,HUNTINGTON,0,12846.38,POINT (-73.426299 40.87121)
BOTHWELL REGIONAL HEAL,MO,WARSAW,23.00,0,POINT (-93.38571 38.244763)
ST JOSEPHS HOSP INC,FL,RIVERVIEW,55622.14,71544.30,POINT (-82.322575 27.875326)
SHERIDAN MEDICAL CENTE,IL,CHICAGO,0,1514.29,POINT (-87.632398 41.88322900000001)
LA MAESTRA FAMILY CLIN,CA,SAN DIEGO,316.40,0,POINT (-117.163817 32.71576)
NORTH TEXAS ID PA,TX,MCKINNEY,0,1275.56,POINT (-96.615024 33.197963)
EMERGENCY MEDICINE PHY,OH,BARBERTON,3046.13,1347.05,POINT (-81.60475400000001 41.017602)
HARTFORD HEALTHCARE ME,CT,BLOOMFIELD,0,303.46,POINT (-72.737425 41.830957)
Healthcare Authority f,AL,MONTGOMERY,42670.81,130689.27,POINT (-86.299651 32.376547)
LOUDOUN MEDICAL GROUP,VA,ALEXANDRIA,0,8308.26,POINT (-77.043614 38.804665)
LAKE CUMBERLAND MEDICA,KY,SOMERSET,1996.15,0,POINT (-84.60461 37.092109)
